No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
80,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7350,7300,14 Jun 2022,7325,7400,7250,7400,50,80865100,594637325000,17534,21128.4,7400,147500,7375.0,177600,122042299500.0,122042299500.0,28147786914.0,61230400,37474300,806634.0,5974615403.0,45
80,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7400,7300,15 Jun 2022,7325,7375,7300,7325,-75,130367100,956026942500,16595,20914.2,7350,22000,7325.0,4368300,122042299500.0,122042299500.0,28147786914.0,108591200,76940500,6079112.0,44586596225.0,40
80,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7325,7400,16 Jun 2022,7375,7600,7375,7575,250,132666300,999838175000,21102,21628.0,7600,11811900,7575.0,8112500,122042299500.0,122042299500.0,28147786914.0,56856700,75094700,19201442.0,144661605350.0,56
80,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7575,7425,17 Jun 2022,7450,7550,7425,7500,-75,117839400,880387127500,10646,21413.9,7525,261900,7500.0,2428000,122042299500.0,122042299500.0,28147786914.0,95454300,74683400,10479378.0,78653022525.0,33
80,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7500,7600,20 Jun 2022,7575,7650,7500,7625,125,88138700,668218517500,19163,21770.8,7625,1663200,7600.0,61900,122042299500.0,122042299500.0,28147786914.0,32323100,61095000,1922871.0,14606151806.0,78
80,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7625,7600,21 Jun 2022,7600,7650,7550,7650,25,44295700,337546500000,9903,21842.2,7650,6562700,7625.0,5100,122042299500.0,122042299500.0,28147786914.0,19822000,24610700,32253567.0,245287133430.0,89
80,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7650,7625,22 Jun 2022,7650,7650,7500,7500,-150,53041800,399896470000,14182,21413.9,7525,116100,7500.0,2065700,122042299500.0,122042299500.0,28147786914.0,37710600,33231100,3937897.0,29865267032.0,51
80,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7500,7450,23 Jun 2022,7475,7575,7450,7525,25,60443000,454133745000,11036,21485.3,7525,532400,7500.0,490800,122042299500.0,122042299500.0,28147786914.0,44338300,41325800,1262618.0,9515920909.0,32
80,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7525,7600,24 Jun 2022,7550,7600,7475,7475,-50,57956600,435559490000,12128,21342.5,7500,1198800,7475.0,1002700,122042299500.0,122042299500.0,28147786914.0,39729500,31845700,4152892.0,31269428020.0,69
80,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7475,7475,27 Jun 2022,7475,7500,7350,7350,-125,77936800,576284825000,21709,20985.6,7375,24900,7350.0,5551600,122042299500.0,122042299500.0,28147786914.0,71056900,26855100,1688490.0,12435847000.0,18
80,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7350,7300,28 Jun 2022,7325,7400,7300,7300,-50,119218500,872243042500,29284,20842.9,7325,600900,7300.0,1164200,122042299500.0,122042299500.0,28147786914.0,104171100,49258700,15750516.0,117140836829.0,29
80,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7300,7325,29 Jun 2022,7325,7400,7275,7275,-25,75315200,552007880000,14889,20771.5,7300,3500,7275.0,9535900,122042299500.0,122042299500.0,28147786914.0,57299800,35150500,22222219.0,162446076658.0,51
80,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7275,7300,30 Jun 2022,7300,7400,7250,7250,-25,101343900,740372702500,17907,20700.1,7275,5000,7250.0,11299700,122042299500.0,122042299500.0,28147786914.0,75516400,50451800,7715249.0,56391351086.0,45
80,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7250,7300,01 Jul 2022,7275,7325,7250,7250,0,68738800,500436420000,20757,20700.1,7275,120200,7250.0,4542500,122042299500.0,122042299500.0,32853932834.0,51635000,29635200,2541526.0,18555538393.0,36
80,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7250,7250,04 Jul 2022,7275,7275,7000,7050,-200,102238600,725162292500,46041,20129.1,7075,5000,7050.0,2357700,122042299500.0,122042299500.0,32853932834.0,77868400,14275100,42865.0,340005450.0,32
80,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7050,7100,05 Jul 2022,7125,7325,7100,7250,200,69172900,501662885000,16753,20700.1,7275,29500,7250.0,191200,122042299500.0,122042299500.0,32853932834.0,28722200,33983800,166923.0,1214977325.0,29
80,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7250,7300,06 Jul 2022,7300,7325,7175,7300,50,66801100,484884420000,14031,20842.9,7300,2443100,7275.0,1300,122042299500.0,122042299500.0,32853932834.0,52942700,50062100,41904.0,333221650.0,28
80,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7300,7225,07 Jul 2022,7225,7250,7100,7100,-200,86126800,616546727500,23427,20271.8,7125,22500,7100.0,3183800,122042299500.0,122042299500.0,32853932834.0,69722300,21363700,25237308.0,180609313879.0,40
81,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7100,7125,08 Jul 2022,7150,7175,7075,7150,50,64312400,457659560000,17328,20414.6,7150,309700,7125.0,139400,122042299500.0,122042299500.0,32853932834.0,40086700,26946700,341603.0,2465377975.0,20
81,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7150,7200,11 Jul 2022,7175,7200,7125,7125,-25,36830800,263781137500,9534,20343.2,7175,166900,7125.0,1219100,122042299500.0,122042299500.0,32853932834.0,24193400,19679100,1855791.0,13214900988.0,24
81,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7125,7175,12 Jul 2022,7175,7250,7150,7175,50,34269000,246391367500,8953,20486.0,7200,47000,7175.0,153500,122042299500.0,122042299500.0,32853932834.0,18708000,19294700,41925.0,333254125.0,28
81,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7175,7100,13 Jul 2022,7125,7125,7000,7000,-175,71988200,507590665000,25389,19986.3,7025,500,7000.0,12384300,122042299500.0,122042299500.0,32853932834.0,55677000,17581700,2412508.0,17342122875.0,24
81,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7000,7025,14 Jul 2022,7025,7100,7000,7025,25,83316300,586582822500,16175,20057.7,7050,1200,7025.0,2156500,122042299500.0,122042299500.0,32853932834.0,61382200,45353600,2469622.0,17390461787.0,21
81,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7000,7025,14 Jul 2022,7025,7100,7000,7025,25,83316300,586582822500,16175,20057.7,7050,1200,7025.0,2156500,122042299500.0,122042299500.0,32853932834.0,61382200,45353600,2469622.0,17390461787.0,21
81,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7000,7025,18 Jul 2022,7050,7150,7025,7150,150,60077700,426498482500,8731,20414.6,7150,1897000,7125.0,200,122042299500.0,122042299500.0,32853932834.0,39281900,24825200,13782011.0,98535526025.0,62
81,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7150,7100,19 Jul 2022,7100,7175,7100,7175,25,59641000,426346877500,9835,20486.0,7175,1971900,7150.0,410500,122042299500.0,122042299500.0,32853932834.0,44056900,39834000,3828013.0,27484980725.0,59
82,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7175,7200,20 Jul 2022,7200,7400,7175,7400,225,105792900,776467730000,19979,21128.4,7400,6272400,7375.0,26200,122042299500.0,122042299500.0,32853932834.0,40420800,55641700,6334424.0,46473221550.0,75
81,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7025,7100,15 Jul 2022,7075,7100,7000,7000,-25,57419900,404015585000,17811,19986.3,7025,176000,7000.0,5774700,122042299500.0,122042299500.0,32853932834.0,46906100,29107800,13310872.0,93418561200.0,45
82,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7400,7400,22 Jul 2022,7400,7400,7300,7325,-75,38956500,286345742500,8794,20914.2,7350,292600,7325.0,30700,122042299500.0,122042299500.0,32853932834.0,22203000,22326200,9116502.0,66935628125.0,24
82,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7325,7350,25 Jul 2022,7350,7375,7300,7300,-25,31247600,229041257500,9031,20842.9,7300,168300,7275.0,1002600,122042299500.0,122042299500.0,32853932834.0,16112700,14527500,3497356.0,25629943050.0,22
82,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7300,7250,26 Jul 2022,7275,7375,7250,7300,0,44379900,325274040000,9916,20842.9,7325,103800,7300.0,1800800,122042299500.0,122042299500.0,32853932834.0,28994000,26444100,8238885.0,60392686550.0,38
82,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7300,7325,27 Jul 2022,7350,7350,7275,7325,25,58465500,427943262500,10507,20914.2,7325,851000,7300.0,364000,122042299500.0,122042299500.0,32853932834.0,42452700,42338300,12391115.0,90691963100.0,64
82,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7325,7375,28 Jul 2022,7375,7450,7325,7350,25,86909700,640837862500,12578,20985.6,7350,9086700,7325.0,1877600,122042299500.0,122042299500.0,32853932834.0,49417900,64764500,8300154.0,61146989250.0,70
82,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7350,7400,29 Jul 2022,7400,7475,7350,7350,0,131553000,973325062500,14672,20985.6,7375,371100,7350.0,2045500,122042299500.0,122042299500.0,32853932834.0,81726500,88805800,8314927.0,61627246386.0,64
82,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7350,7350,01 Agt 2022,7375,7500,7350,7500,150,104841600,782884982500,17749,21413.9,7525,2842800,7500.0,386500,122042299500.0,122042299500.0,32853932834.0,43601100,87895100,8376507.0,62650954950.0,60
82,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7500,7600,02 Agt 2022,7575,7625,7500,7600,100,106469500,806736922500,17874,21699.4,7600,4109200,7575.0,300,122042299500.0,122042299500.0,32853932834.0,48406900,97220300,11233411.0,85112884275.0,34
82,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7600,7625,03 Agt 2022,7625,7625,7575,7625,25,65102200,495459697500,13171,21770.8,7650,6538500,7625.0,1105900,122042299500.0,122042299500.0,32853932834.0,34022900,57134200,6946018.0,52806007705.0,49
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7625,7675,04 Agt 2022,7650,7800,7650,7800,175,144102500,1115505490000,25198,22270.4,7800,5713200,7775.0,4500,122042299500.0,122042299500.0,32853932834.0,47342500,132168400,29325750.0,224245408375.0,48
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7800,7825,05 Agt 2022,7800,7875,7725,7875,75,118734200,929392300000,16784,22484.6,7875,9784500,7850.0,1603200,122042299500.0,122042299500.0,32853932834.0,44029000,102967700,5040582.0,39461970900.0,30
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7875,7875,08 Agt 2022,7875,7925,7750,7875,0,84328900,662659342500,16381,22484.6,7875,2293700,7850.0,12208800,122042299500.0,122042299500.0,32853932834.0,38127500,77956900,26054188.0,202736486754.0,34
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7875,7875,09 Agt 2022,7875,7975,7875,7900,25,92875800,735000965000,14653,22556.0,7925,2357000,7900.0,8120100,122042299500.0,122042299500.0,32853932834.0,27708700,77744600,43355.0,345410356.0,50
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7900,7800,10 Agt 2022,7800,7900,7725,7900,0,104376300,813510502500,13580,22556.0,7925,657200,7900.0,5697700,122042299500.0,122042299500.0,32853932834.0,52674700,84904300,16189060.0,128018779500.0,42
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7900,7850,11 Agt 2022,7875,7950,7825,7950,50,73204700,578968100000,12631,22698.7,7950,9413000,7925.0,4300,122042299500.0,122042299500.0,32853932834.0,22322100,56463400,1554494.0,12170256900.0,39
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7950,7925,12 Agt 2022,7925,7975,7850,7925,-25,61083100,483450175000,10925,22627.3,7950,6481300,7925.0,1002000,122042299500.0,122042299500.0,32853932834.0,20988000,55728100,8547290.0,67656065236.0,39
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7925,7950,15 Agt 2022,7950,7975,7900,7950,25,81411000,646533490000,9903,22698.7,7950,801400,7925.0,28300,122042299500.0,122042299500.0,32853932834.0,26864200,65048500,557263.0,4424533700.0,30
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7950,7950,16 Agt 2022,7950,7975,7850,7975,25,83556700,664044637500,10745,22770.1,7975,3154600,7950.0,4298000,122042299500.0,122042299500.0,32853932834.0,36023200,76503300,7788605.0,61889396400.0,32
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7950,7950,16 Agt 2022,7950,7975,7850,7975,25,83556700,664044637500,10745,22770.1,7975,3154600,7950.0,4298000,122042299500.0,122042299500.0,32853932834.0,36023200,76503300,7788605.0,61889396400.0,32
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7975,7900,18 Agt 2022,7875,8025,7875,8000,25,86136900,687836162500,14056,22841.5,8000,4465000,7975.0,158500,122042299500.0,122042299500.0,32853932834.0,31254100,75544000,16431249.0,130864747353.0,37
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8000,8050,19 Agt 2022,8025,8050,7900,7900,-100,58194900,464734767500,8236,22556.0,7925,700,7900.0,371000,122042299500.0,122042299500.0,32853932834.0,21643500,39116600,32526247.0,259897769058.0,32
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8000,8050,19 Agt 2022,8025,8050,7900,7900,-100,58194900,464734767500,8236,22556.0,7925,700,7900.0,371000,122042299500.0,122042299500.0,32853932834.0,21643500,39116600,32526247.0,259897769058.0,32
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8000,8000,23 Agt 2022,8000,8000,7900,7900,-100,71671800,569299685000,11504,22556.0,7925,8900,7900.0,545400,122042299500.0,122042299500.0,32853932834.0,44596600,43076500,137950.0,1097453406.0,34
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7900,7950,24 Agt 2022,7925,8025,7900,7950,50,108892400,868042130000,12077,22698.7,7975,667800,7950.0,2861200,122042299500.0,122042299500.0,32853932834.0,59576100,95491400,3761626.0,29890825453.0,31
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,7950,8000,25 Agt 2022,8000,8100,7900,8075,125,99503500,798707840000,14630,23055.6,8100,13521900,8075.0,130100,122042299500.0,122042299500.0,32853932834.0,36430700,83100400,12850180.0,102038116950.0,31
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8075,8025,26 Agt 2022,8050,8125,8000,8000,-75,80472400,648846300000,12781,22841.5,8025,400,8000.0,532700,122042299500.0,122042299500.0,32853932834.0,51908900,74676300,6579681.0,53004642000.0,35
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8000,8000,29 Agt 2022,7975,8150,7950,8150,150,72115100,582748930000,13629,23269.8,8150,9059000,8125.0,6700,122042299500.0,122042299500.0,32853932834.0,23576200,53816800,8791623.0,70965285825.0,19
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8150,8100,30 Agt 2022,8100,8275,8075,8175,25,109596600,899795342500,21321,23341.1,8200,72100,8175.0,1384000,122042299500.0,122042299500.0,32853932834.0,36861300,89995300,2647724.0,21432079691.0,31
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8175,8075,31 Agt 2022,8100,8225,8050,8200,25,137659900,1124385967500,14968,23412.5,8225,2087000,8200.0,27528300,122042299500.0,122042299500.0,32853932834.0,97677800,116455800,3266352.0,26727869925.0,31
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8200,8150,01 Sep 2022,8150,8250,8125,8150,-50,76120100,620831565000,12032,23269.8,8175,528600,8150.0,800900,122042299500.0,122042299500.0,32853932834.0,63991300,56403700,66229654.0,538791835054.0,33
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8150,8150,02 Sep 2022,8150,8225,8150,8225,75,61351000,502415257500,10363,23483.9,8225,438300,8200.0,16800,122042299500.0,122042299500.0,32853932834.0,39201400,56785100,34544717.0,282041897360.0,27
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8225,8225,05 Sep 2022,8225,8300,8200,8275,50,62906000,518557635000,13437,23626.7,8275,165600,8250.0,239700,122042299500.0,122042299500.0,32853932834.0,32186600,54977300,70720522.0,579182451350.0,32
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8275,8300,06 Sep 2022,8300,8350,8250,8275,0,67123900,556534040000,10142,23626.7,8275,131700,8250.0,902900,122042299500.0,122042299500.0,32853932834.0,35070200,61253900,74631753.0,616356096375.0,42
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8275,8250,07 Sep 2022,8250,8375,8250,8375,100,101242600,842563017500,15435,23912.2,8375,1767800,8350.0,18300,122042299500.0,122042299500.0,32853932834.0,53460500,91459500,1674732.0,13972085000.0,21
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8375,8400,08 Sep 2022,8400,8500,8350,8350,-25,132777400,1118796717500,17220,23840.8,8400,2000,8350.0,1237100,122042299500.0,122042299500.0,32853932834.0,90254800,104363600,23460205.0,194837148700.0,33
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8350,8500,09 Sep 2022,8500,8500,8275,8375,25,91234600,762003902500,14268,23912.2,8375,601600,8350.0,39100,122042299500.0,122042299500.0,32853932834.0,50134000,66509400,30618454.0,254988034075.0,29
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8375,8325,12 Sep 2022,8350,8425,8325,8375,0,52395300,438708755000,10109,23912.2,8400,2282500,8375.0,90500,122042299500.0,122042299500.0,32853932834.0,40179400,44493100,19151425.0,159786015430.0,29
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8375,8375,13 Sep 2022,8400,8575,8375,8525,150,124485200,1057029395000,19606,24340.5,8550,479900,8525.0,8902900,122042299500.0,122042299500.0,32853932834.0,80179500,110013900,25331225.0,212926073595.0,39
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8525,8375,14 Sep 2022,8375,8650,8375,8500,-25,116642400,992652792500,18370,24269.1,8525,200,8500.0,14338200,122042299500.0,122042299500.0,32853932834.0,82757400,103038700,49796939.0,423605191840.0,36
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8500,8500,15 Sep 2022,8525,8875,8500,8750,250,190404800,1661084960000,21739,24982.9,8775,74700,8750.0,102300,122042299500.0,122042299500.0,32853932834.0,97401400,166667900,26703656.0,230696646400.0,32
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8750,8700,16 Sep 2022,8725,8725,8450,8450,-300,363127600,3082976325000,26342,24126.3,8500,677300,8450.0,5997500,122042299500.0,122042299500.0,32853932834.0,331990400,300040600,35050242.0,298147900378.0,34
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8450,8475,19 Sep 2022,8475,8750,8450,8650,200,102530600,883591915000,15135,24697.4,8650,1680500,8625.0,197400,122042299500.0,122042299500.0,32853932834.0,55531500,64310900,42940347.0,367622720150.0,48
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8650,8550,20 Sep 2022,8575,8650,8550,8550,-100,89238400,766848652500,16998,24411.8,8600,300,8550.0,6141400,122042299500.0,122042299500.0,32853932834.0,71290500,70459200,8475698.0,72933562158.0,18
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8550,8525,21 Sep 2022,8525,8600,8425,8475,-75,90933700,771464692500,16883,24197.7,8500,21000,8475.0,1698100,122042299500.0,122042299500.0,32853932834.0,79997500,46653400,64971077.0,552972059310.0,36
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8475,8375,22 Sep 2022,8400,8525,8375,8475,0,61908500,524144357500,10647,24197.7,8475,3126000,8450.0,6086200,122042299500.0,122042299500.0,32853932834.0,50438200,35986500,18685949.0,158503341925.0,23
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8475,8375,23 Sep 2022,8400,8475,8375,8375,-100,60567600,509408960000,11708,23912.2,8400,42800,8375.0,3237700,122042299500.0,122042299500.0,32853932834.0,48311200,24004500,87332178.0,739231152176.0,35
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8375,8200,26 Sep 2022,8200,8500,8200,8425,50,106228200,888828657500,21919,24054.9,8450,10700,8425.0,493800,122042299500.0,122042299500.0,32853932834.0,76685300,56585900,13124356.0,109821836450.0,26
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8425,8375,27 Sep 2022,8400,8450,8300,8300,-125,89567100,749874902500,17032,23698.0,8325,14100,8300.0,1942800,122042299500.0,122042299500.0,32853932834.0,81201800,45884100,9049912.0,75754180650.0,42
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8425,8375,27 Sep 2022,8400,8450,8300,8300,-125,89567100,749874902500,17032,23698.0,8325,14100,8300.0,1942800,122042299500.0,122042299500.0,32853932834.0,81201800,45884100,9049912.0,75754180650.0,42
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8425,8375,27 Sep 2022,8400,8450,8300,8300,-125,89567100,749874902500,17032,23698.0,8325,14100,8300.0,1942800,122042299500.0,122042299500.0,32853932834.0,81201800,45884100,9049912.0,75754180650.0,42
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8375,8375,30 Sep 2022,8375,8575,8275,8550,175,176524800,1497357807500,16928,24411.8,8575,1788100,8550.0,3128400,122042299500.0,122042299500.0,32853932834.0,118035100,153621600,95269522.0,798779577686.0,52
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8550,8450,03 Oct 2022,8500,8525,8450,8500,-50,115079600,977131347500,12213,24269.1,8500,54100,8475.0,163400,122042299500.0,122042299500.0,30205024846.0,106797500,105557800,20542575.0,172719529279.0,37
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8325,8325,29 Sep 2022,8350,8450,8325,8375,50,62643700,524394000000,10204,23912.2,8400,722400,8375.0,54900,122042299500.0,122042299500.0,32853932834.0,50534200,39118600,21331912.0,178271928012.0,28
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8300,8250,28 Sep 2022,8275,8425,8250,8325,25,89153400,744765150000,11623,23769.4,8350,14300,8325.0,566600,122042299500.0,122042299500.0,32853932834.0,64220500,63642400,28717841.0,239910479883.0,43
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8450,8475,06 Oct 2022,8450,8500,8425,8425,-25,43967400,371205590000,9495,24054.9,8450,6800,8425.0,277600,122042299500.0,122042299500.0,30205024846.0,33598800,34392400,31173150.0,262879838550.0,38
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8425,8325,07 Oct 2022,8350,8375,8200,8200,-225,112043400,928783667500,30334,23412.5,8225,3700,8200.0,5824700,122042299500.0,122042299500.0,30205024846.0,98864000,42623900,19908606.0,166805682950.0,35
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8200,8150,10 Oct 2022,8150,8375,8125,8300,100,80238200,661667980000,18576,23698.0,8300,59200,8275.0,171800,122042299500.0,122042299500.0,30205024846.0,54283500,53676500,26888663.0,222054846700.0,17
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8300,8200,11 Oct 2022,8225,8300,8150,8250,-50,64060000,527736787500,13673,23555.3,8275,397900,8250.0,2639300,122042299500.0,122042299500.0,30205024846.0,55203600,41813100,3913802.0,32250348675.0,20
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8250,8200,12 Oct 2022,8200,8325,8175,8325,75,47569700,393777945000,10731,23769.4,8325,564600,8300.0,138000,122042299500.0,122042299500.0,30205024846.0,31866600,34745400,16632168.0,137647009325.0,28
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8325,8275,13 Oct 2022,8275,8375,8275,8275,-50,62282800,517730710000,8537,23626.7,8300,10000,8275.0,2110500,122042299500.0,122042299500.0,30205024846.0,52295700,44916900,43970293.0,365658167325.0,31
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8275,8300,14 Oct 2022,8325,8350,8250,8250,-25,71181100,589902235000,10984,23555.3,8275,230200,8250.0,1112400,122042299500.0,122042299500.0,30205024846.0,62097700,56294700,51400765.0,426122744294.0,47
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8250,8250,17 Oct 2022,8250,8300,8175,8250,0,56387500,465312050000,12740,23555.3,8275,55200,8250.0,275000,122042299500.0,122042299500.0,30205024846.0,43303800,36596800,37288319.0,308256506500.0,50
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8250,8275,18 Oct 2022,8275,8475,8250,8300,50,85665300,714714027500,12467,23698.0,8325,57000,8300.0,199800,122042299500.0,122042299500.0,30205024846.0,64805100,65581000,26829586.0,221353676175.0,23
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8300,8250,19 Oct 2022,8250,8350,8225,8275,-25,66753500,552656565000,8966,23626.7,8300,291800,8275.0,43000,122042299500.0,122042299500.0,30205024846.0,61307100,51466400,33875235.0,280573128575.0,32
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8275,8250,20 Oct 2022,8275,8500,8250,8500,225,91812300,775282002500,16881,24269.1,8500,1690100,8475.0,3000,122042299500.0,122042299500.0,30205024846.0,45387400,80523900,57831702.0,480934267438.0,28
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8500,8450,21 Oct 2022,8475,8725,8450,8650,150,122777800,1060901322500,20919,24697.4,8675,3100,8650.0,1449200,122042299500.0,122042299500.0,30205024846.0,55156900,106818400,19527570.0,168942113009.0,57
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8650,8750,24 Oct 2022,8725,8900,8725,8900,250,89416500,791931087500,21935,25411.1,8900,2217800,8875.0,112800,122042299500.0,122042299500.0,30205024846.0,23022500,73420800,35646659.0,315351352155.0,28
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8900,8825,25 Oct 2022,8850,8875,8700,8700,-200,89442400,784720887500,21692,24840.1,8750,28800,8700.0,132800,122042299500.0,122042299500.0,30205024846.0,65963500,59387700,29102188.0,256849529618.0,34
83,BBCA,Bank Central Asia Tbk.,--MO1UQNCN6000G111------------,8700,8625,26 Oct 2022,8650,8650,8550,8550,-150,87211700,748934967500,17817,24411.8,8575,54900,8550.0,709700,122042299500.0,122042299500.0,30205024846.0,63382600,46008100,28291191.0,247714923015.0,50
